lat,lon,speed,lCurrentCellid,lEnbId,lSectorId,lPhyCellId,lDlModulation,lCqi,lRi,lMcs,lRssi,lRsrp,lRsrq,lSinr,lNrDlModulation,lNrRsrp,lNrRsrq,lNrSinr,lrxpacketspersecond,lrxbitspersecond,ltxpacketspersecond,ltxbitspersecond,5G NSA,5G SA,LTE,phy-cellid,PrimaryBandMhz,primaryBandMapping,caBandMappingSum,ulcaBandMappingSum,date
54.420957,10.206116,14.145576,52091411.0,203482.0,19.0,244.0,4.0,6.0,2.0,15.0,-44.0,-75.0,-80.0,13.0,0.0,0.0,0.0,0.0,1529,4307536,2651,20943824,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:03
54.420942,10.206061,14.054828,52091411.0,203482.0,19.0,244.0,4.0,6.0,2.0,15.0,-44.0,-75.0,-80.0,13.0,0.0,0.0,0.0,0.0,1737,5190736,2376,19136704,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:04
54.420927,10.206008,13.839996,52091411.0,203482.0,19.0,244.0,4.0,5.0,2.0,14.0,-46.0,-77.0,-90.0,15.0,0.0,0.0,0.0,0.0,1779,5049208,2813,22634000,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:05
54.420914,10.205953,13.928892,52091411.0,203482.0,19.0,244.0,4.0,5.0,2.0,14.0,-46.0,-77.0,-90.0,15.0,0.0,0.0,0.0,0.0,1426,4586664,2278,18972200,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:06
54.420901,10.205896,13.739988,52091411.0,203482.0,19.0,244.0,4.0,5.0,2.0,14.0,-46.0,-77.0,-90.0,15.0,0.0,0.0,0.0,0.0,1671,4612592,2469,19448880,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:07
54.420889,10.20584,13.923336,52091411.0,203482.0,19.0,244.0,4.0,9.0,1.0,16.0,-49.0,-79.0,-80.0,13.0,0.0,0.0,0.0,0.0,1664,4860344,2249,18148976,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:08
54.420879,10.205783,13.867776,52091411.0,203482.0,19.0,244.0,4.0,9.0,1.0,16.0,-49.0,-79.0,-80.0,13.0,0.0,0.0,0.0,0.0,1642,4793896,2444,20938224,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:09
54.420869,10.205728,13.549232,52091411.0,203482.0,19.0,244.0,4.0,9.0,1.0,16.0,-49.0,-79.0,-80.0,13.0,0.0,0.0,0.0,0.0,1585,4598352,2248,18622208,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:10
54.420859,10.205671,13.688132,52091411.0,203482.0,19.0,244.0,4.0,7.0,1.0,11.0,-48.0,-78.0,-90.0,11.0,0.0,0.0,0.0,0.0,1546,4460976,2352,18649680,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:11
54.420851,10.205615,13.72332,52091411.0,203482.0,19.0,244.0,4.0,7.0,1.0,11.0,-48.0,-78.0,-90.0,11.0,0.0,0.0,0.0,0.0,1447,4043184,2227,17777392,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:12
54.420842,10.205556,13.795548,52091411.0,203482.0,19.0,244.0,4.0,7.0,1.0,11.0,-48.0,-78.0,-90.0,11.0,0.0,0.0,0.0,0.0,1756,5269952,2519,20603760,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:13
54.420834,10.2055,13.795548,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,20.0,-48.0,-76.0,-80.0,14.0,0.0,0.0,0.0,0.0,1800,5250944,2695,21517136,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:14
54.420826,10.205441,13.7511,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,20.0,-48.0,-76.0,-80.0,14.0,0.0,0.0,0.0,0.0,1676,4775072,2670,21457152,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:15
54.420817,10.205383,14.147428,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,20.0,-48.0,-76.0,-80.0,14.0,0.0,0.0,0.0,0.0,1548,4474448,2228,17898576,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:16
54.420811,10.205323,13.941856,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,20.0,-48.0,-76.0,-80.0,14.0,0.0,0.0,0.0,0.0,1321,3816016,2295,18719120,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:17
54.420806,10.205265,13.977044,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,20.0,-48.0,-76.0,-80.0,14.0,0.0,0.0,0.0,0.0,1387,4292136,2137,17837184,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:18
54.420799,10.205205,14.080756,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,20.0,-48.0,-76.0,-80.0,14.0,0.0,0.0,0.0,0.0,1573,4618896,2377,18947440,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:19
54.420792,10.205145,13.967784,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,19.0,-47.0,-76.0,-80.0,13.0,0.0,0.0,0.0,0.0,1477,4048648,2157,17648208,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:20
54.420787,10.205085,14.034456,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,19.0,-47.0,-76.0,-80.0,13.0,0.0,0.0,0.0,0.0,1712,5096960,2748,22015264,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:21
54.420782,10.205023,13.965932,52091411.0,203482.0,19.0,244.0,6.0,9.0,2.0,19.0,-47.0,-76.0,-80.0,13.0,0.0,0.0,0.0,0.0,1789,5177104,2601,20735376,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:22
54.420779,10.204963,14.24188,52091411.0,203482.0,19.0,244.0,6.0,7.0,1.0,19.0,-49.0,-78.0,-80.0,13.0,0.0,0.0,0.0,0.0,1583,4761008,2232,18053856,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:23
54.420774,10.204903,14.078904,52091411.0,203482.0,19.0,244.0,6.0,7.0,1.0,19.0,-49.0,-78.0,-80.0,13.0,0.0,0.0,0.0,0.0,1612,4509760,2426,19227008,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:24
54.420772,10.204843,14.027048,52091411.0,203482.0,19.0,244.0,6.0,7.0,1.0,19.0,-49.0,-78.0,-80.0,13.0,0.0,0.0,0.0,0.0,1546,4550176,2448,20064640,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:25
54.420769,10.204783,13.867776,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,14.0,-49.0,-79.0,-90.0,11.0,0.0,0.0,0.0,0.0,1602,4369312,2522,19955392,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:26
54.420767,10.204721,14.264104,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,14.0,-49.0,-79.0,-90.0,11.0,0.0,0.0,0.0,0.0,1657,4834384,2423,19619504,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:27
54.420766,10.204661,14.190024,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,14.0,-49.0,-79.0,-90.0,11.0,0.0,0.0,0.0,0.0,1443,4114288,2287,18143632,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:28
54.420764,10.2046,14.143724,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,14.0,-49.0,-79.0,-90.0,11.0,0.0,0.0,0.0,0.0,1184,3502592,2171,17921328,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:29
54.420762,10.204538,14.523384,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,14.0,-49.0,-79.0,-90.0,11.0,0.0,0.0,0.0,0.0,1691,5134832,2334,19093760,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:30
54.420761,10.204478,13.858516,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-52.0,-81.0,-100.0,11.0,0.0,0.0,0.0,0.0,1735,5174960,2592,20267200,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:31
54.420759,10.204418,14.160392,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-52.0,-81.0,-100.0,11.0,0.0,0.0,0.0,0.0,1711,5098288,2354,19110944,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:32
54.420757,10.204358,14.243732,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-52.0,-81.0,-100.0,11.0,0.0,0.0,0.0,0.0,1826,5254400,2823,21824688,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:33
54.420756,10.204296,14.13076,52091411.0,203482.0,19.0,244.0,6.0,5.0,2.0,20.0,-50.0,-80.0,-100.0,9.0,0.0,0.0,0.0,0.0,1473,4232912,2320,18926688,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:34
54.420754,10.204236,14.317812,52091411.0,203482.0,19.0,244.0,6.0,5.0,2.0,20.0,-50.0,-80.0,-100.0,9.0,0.0,0.0,0.0,0.0,1710,4836064,2677,21153520,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:35
54.420751,10.204175,13.914076,52091411.0,203482.0,19.0,244.0,6.0,5.0,2.0,20.0,-50.0,-80.0,-100.0,9.0,0.0,0.0,0.0,0.0,1735,4817968,2634,20617408,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:36
54.420749,10.204115,13.967784,52091411.0,203482.0,19.0,244.0,2.0,8.0,1.0,8.0,-50.0,-80.0,-90.0,14.0,0.0,0.0,0.0,0.0,1538,4554048,2273,18816976,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:37
54.420746,10.204055,14.030752,52091411.0,203482.0,19.0,244.0,2.0,8.0,1.0,8.0,-50.0,-80.0,-90.0,14.0,0.0,0.0,0.0,0.0,1432,3979264,2330,18772256,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:38
54.420742,10.203993,14.338184,52091411.0,203482.0,19.0,244.0,2.0,8.0,1.0,8.0,-50.0,-80.0,-90.0,14.0,0.0,0.0,0.0,0.0,1425,4482640,2287,18760304,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:39
54.420741,10.203931,14.206692,52091411.0,203482.0,19.0,244.0,2.0,8.0,1.0,8.0,-50.0,-80.0,-90.0,14.0,0.0,0.0,0.0,0.0,1499,4317936,2236,17839232,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:40
54.420737,10.20387,14.206692,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,11.0,-46.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1752,5043584,2700,21689888,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:41
54.420734,10.20381,14.136316,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,11.0,-46.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1557,4643088,2338,17690976,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:42
54.420731,10.203748,14.249288,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,11.0,-46.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1589,4936752,2454,20039360,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:43
54.344169,10.158538,10.850868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2024-02-15 14:05:44
54.344169,10.158538,10.850868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0,0,2024-02-15 14:05:44
54.420729,10.203688,14.060384,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,15.0,-50.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1738,4980384,2520,19967296,0.0,0.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:44
54.420729,10.203688,14.060384,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,15.0,-50.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1738,4980384,2520,19967296,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:44
54.420726,10.203626,14.199284,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,15.0,-50.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1600,4709248,2643,21708016,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:45
54.420726,10.203626,14.199284,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,15.0,-50.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1600,4709248,2643,21708016,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:45
54.344144,10.158558,10.789752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0,0,2024-02-15 14:05:45
54.344144,10.158558,10.789752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2024-02-15 14:05:45
54.420722,10.203565,14.043716,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,15.0,-50.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1639,4585920,2490,19821040,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:46
54.420722,10.203565,14.043716,52091411.0,203482.0,19.0,244.0,4.0,8.0,2.0,15.0,-50.0,-80.0,-90.0,12.0,0.0,0.0,0.0,0.0,1639,4585920,2490,19821040,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:46
54.344119,10.158578,11.004584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0,0,0.0,0,0,2024-02-15 14:05:46
54.344119,10.158578,11.004584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2024-02-15 14:05:46
54.420721,10.203503,14.110388,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1459,4346048,2120,17121104,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:47
54.420717,10.203441,14.27892,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1794,5079072,2511,20100848,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:48
54.420717,10.203441,14.27892,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1794,5079072,2511,20100848,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:48
54.344069,10.158616,10.976804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15227,180520560,3308,39197376,0.0,0.0,1.0,0,0,0.0,0,0,2024-02-15 14:05:48
54.344069,10.158616,10.976804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15227,180520560,3308,39197376,0.0,1.0,0.0,0,0,0.0,0,0,2024-02-15 14:05:48
54.420714,10.203381,14.01038,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1619,4672496,2416,19491328,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:49
54.420714,10.203381,14.01038,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1619,4672496,2416,19491328,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:49
54.344044,10.158635,10.976804,23822538.0,0.0,0.0,807.0,4.0,14.0,2.0,10.0,0.0,-80.0,-120.0,14.0,0.0,0.0,0.0,0.0,13381,158634640,1986,23546016,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:49
54.344044,10.158635,10.976804,23822538.0,0.0,0.0,807.0,4.0,14.0,2.0,10.0,0.0,-80.0,-120.0,14.0,0.0,0.0,0.0,0.0,13381,158634640,1986,23546016,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:49
54.344018,10.158653,10.895316,23822538.0,0.0,0.0,807.0,4.0,14.0,2.0,10.0,0.0,-80.0,-120.0,14.0,0.0,0.0,0.0,0.0,13640,161715840,2974,35248992,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:50
54.344018,10.158653,10.895316,23822538.0,0.0,0.0,807.0,4.0,14.0,2.0,10.0,0.0,-80.0,-120.0,14.0,0.0,0.0,0.0,0.0,13640,161715840,2974,35248992,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:50
54.420712,10.203321,13.993712,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1466,4371104,2297,19000400,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:50
54.420712,10.203321,13.993712,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1466,4371104,2297,19000400,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:50
54.343993,10.158671,11.086072,23822538.0,0.0,0.0,807.0,4.0,14.0,2.0,10.0,0.0,-80.0,-120.0,14.0,0.0,0.0,0.0,0.0,13466,159652896,3531,41852784,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:51
54.343993,10.158671,11.086072,23822538.0,0.0,0.0,807.0,4.0,14.0,2.0,10.0,0.0,-80.0,-120.0,14.0,0.0,0.0,0.0,0.0,13466,159652896,3531,41852784,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:51
54.420711,10.20326,13.877036,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1536,4944128,2527,20346160,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:51
54.420711,10.20326,13.877036,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1536,4944128,2527,20346160,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:51
54.343968,10.15869,10.978656,23822538.0,0.0,0.0,807.0,6.0,14.0,2.0,19.0,0.0,-79.0,-110.0,10.0,0.0,0.0,0.0,0.0,13548,160604000,3944,46760064,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:52
54.343968,10.15869,10.978656,23822538.0,0.0,0.0,807.0,6.0,14.0,2.0,19.0,0.0,-79.0,-110.0,10.0,0.0,0.0,0.0,0.0,13548,160604000,3944,46760064,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:52
54.420709,10.2032,14.20484,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1645,4880336,2385,19183856,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:52
54.420709,10.2032,14.20484,52091411.0,203482.0,19.0,244.0,2.0,8.0,2.0,9.0,-51.0,-81.0,-90.0,14.0,0.0,0.0,0.0,0.0,1645,4880336,2385,19183856,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:52
54.343943,10.158706,11.106444,23822538.0,0.0,0.0,807.0,6.0,14.0,2.0,19.0,0.0,-79.0,-110.0,10.0,0.0,0.0,0.0,0.0,13461,159561776,4305,51040080,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:53
54.343943,10.158706,11.106444,23822538.0,0.0,0.0,807.0,6.0,14.0,2.0,19.0,0.0,-79.0,-110.0,10.0,0.0,0.0,0.0,0.0,13461,159561776,4305,51040080,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:53
54.420707,10.203138,14.340036,52091411.0,203482.0,19.0,244.0,2.0,7.0,1.0,8.0,-50.0,-81.0,-100.0,14.0,0.0,0.0,0.0,0.0,1409,4132816,2135,17487504,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:53
54.420707,10.203138,14.340036,52091411.0,203482.0,19.0,244.0,2.0,7.0,1.0,8.0,-50.0,-81.0,-100.0,14.0,0.0,0.0,0.0,0.0,1409,4132816,2135,17487504,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:53
54.343918,10.158725,11.150892,23822538.0,0.0,0.0,807.0,6.0,14.0,2.0,19.0,0.0,-79.0,-110.0,10.0,0.0,0.0,0.0,0.0,13565,160805136,3915,46416240,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:54
54.343918,10.158725,11.150892,23822538.0,0.0,0.0,807.0,6.0,14.0,2.0,19.0,0.0,-79.0,-110.0,10.0,0.0,0.0,0.0,0.0,13565,160805136,3915,46416240,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:54
54.420706,10.203078,14.173356,52091411.0,203482.0,19.0,244.0,2.0,7.0,1.0,8.0,-50.0,-81.0,-100.0,14.0,0.0,0.0,0.0,0.0,1505,4151760,2462,19624032,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:54
54.420706,10.203078,14.173356,52091411.0,203482.0,19.0,244.0,2.0,7.0,1.0,8.0,-50.0,-81.0,-100.0,14.0,0.0,0.0,0.0,0.0,1505,4151760,2462,19624032,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:54
54.343891,10.158741,11.086072,23822538.0,0.0,0.0,807.0,6.0,13.0,2.0,13.0,0.0,-79.0,-110.0,14.0,0.0,0.0,0.0,0.0,13321,157923024,3954,46868128,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:55
54.343891,10.158741,11.086072,23822538.0,0.0,0.0,807.0,6.0,13.0,2.0,13.0,0.0,-79.0,-110.0,14.0,0.0,0.0,0.0,0.0,13321,157923024,3954,46868128,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:55
54.420704,10.203016,14.267808,52091411.0,203482.0,19.0,244.0,2.0,7.0,1.0,8.0,-50.0,-81.0,-100.0,14.0,0.0,0.0,0.0,0.0,1578,4616952,2356,19146472,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:55
54.420704,10.203016,14.267808,52091411.0,203482.0,19.0,244.0,2.0,7.0,1.0,8.0,-50.0,-81.0,-100.0,14.0,0.0,0.0,0.0,0.0,1578,4616952,2356,19146472,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:55
54.343866,10.158758,11.076812,23822538.0,0.0,0.0,807.0,6.0,13.0,2.0,13.0,0.0,-79.0,-110.0,14.0,0.0,0.0,0.0,0.0,13568,160830464,3841,45538896,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:56
54.343866,10.158758,11.076812,23822538.0,0.0,0.0,807.0,6.0,13.0,2.0,13.0,0.0,-79.0,-110.0,14.0,0.0,0.0,0.0,0.0,13568,160830464,3841,45538896,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:56
54.420701,10.202958,13.845552,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-51.0,-81.0,-100.0,12.0,0.0,0.0,0.0,0.0,1582,4433120,2388,18898464,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:56
54.420701,10.202958,13.845552,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-51.0,-81.0,-100.0,12.0,0.0,0.0,0.0,0.0,1582,4433120,2388,18898464,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:56
54.420699,10.202898,13.832588,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-51.0,-81.0,-100.0,12.0,0.0,0.0,0.0,0.0,1489,4170704,2439,19899184,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:57
54.420699,10.202898,13.832588,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-51.0,-81.0,-100.0,12.0,0.0,0.0,0.0,0.0,1489,4170704,2439,19899184,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:57
54.343839,10.158775,11.008288,23822538.0,0.0,0.0,807.0,6.0,13.0,2.0,13.0,0.0,-79.0,-110.0,14.0,0.0,0.0,0.0,0.0,13504,160082176,3324,39409344,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:57
54.343839,10.158775,11.008288,23822538.0,0.0,0.0,807.0,6.0,13.0,2.0,13.0,0.0,-79.0,-110.0,14.0,0.0,0.0,0.0,0.0,13504,160082176,3324,39409344,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:57
54.420696,10.20284,13.860368,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-51.0,-81.0,-100.0,12.0,0.0,0.0,0.0,0.0,1563,4685296,2272,18480960,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:58
54.420696,10.20284,13.860368,52091411.0,203482.0,19.0,244.0,2.0,7.0,2.0,8.0,-51.0,-81.0,-100.0,12.0,0.0,0.0,0.0,0.0,1563,4685296,2272,18480960,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:58
54.343814,10.158791,11.112,23822538.0,0.0,0.0,807.0,8.0,14.0,2.0,31.0,0.0,-80.0,-110.0,13.0,0.0,0.0,0.0,0.0,13468,159676608,4284,50780352,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:58
54.343814,10.158791,11.112,23822538.0,0.0,0.0,807.0,8.0,14.0,2.0,31.0,0.0,-80.0,-110.0,13.0,0.0,0.0,0.0,0.0,13468,159676608,4284,50780352,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:58
54.420694,10.202781,13.26032,52091411.0,203482.0,19.0,244.0,4.0,9.0,1.0,14.0,-51.0,-81.0,-90.0,12.0,0.0,0.0,0.0,0.0,1546,4292512,2508,19669888,0.0,0.0,1.0,244,20,20.0,30,20,2024-02-15 14:05:59
54.420694,10.202781,13.26032,52091411.0,203482.0,19.0,244.0,4.0,9.0,1.0,14.0,-51.0,-81.0,-90.0,12.0,0.0,0.0,0.0,0.0,1546,4292512,2508,19669888,0.0,1.0,0.0,244,20,20.0,30,20,2024-02-15 14:05:59
54.343789,10.158806,11.01014,23822538.0,0.0,0.0,807.0,8.0,14.0,2.0,31.0,0.0,-80.0,-110.0,13.0,0.0,0.0,0.0,0.0,13486,159868928,3872,45895680,0.0,0.0,1.0,807,80,96.0,0,0,2024-02-15 14:05:59
54.343789,10.158806,11.01014,23822538.0,0.0,0.0,807.0,8.0,14.0,2.0,31.0,0.0,-80.0,-110.0,13.0,0.0,0.0,0.0,0.0,13486,159868928,3872,45895680,0.0,1.0,0.0,807,80,96.0,0,0,2024-02-15 14:05:59
