gps.lat,gps.lon,lte.lCqi,lte.lSinr,lte.lRssi,lte.lRsrp,lte.lRsrq,lte.lNrSinr,lte.lNrRsrp,lte.lNrRsrq,date
54.332946,10.153445,13,14,-43,-73,-90,29,-57,-110,2022-08-23T11:36:37.369429+02:00
54.332946,10.153445,12,12,-45,-73,-90,27,-57,-110,2022-08-23T11:36:38.390365+02:00
54.332946,10.153445,12,12,-45,-73,-90,27,-57,-110,2022-08-23T11:36:39.340806+02:00
54.332946,10.153443,12,12,-45,-73,-90,27,-57,-110,2022-08-23T11:36:40.386799+02:00
54.332946,10.153443,12,14,-45,-72,-90,28,-58,-110,2022-08-23T11:36:41.442644+02:00
54.332946,10.153443,12,14,-45,-72,-90,28,-58,-110,2022-08-23T11:36:42.426962+02:00
54.332946,10.153443,12,14,-45,-72,-90,28,-58,-110,2022-08-23T11:36:43.359582+02:00
54.332946,10.153443,12,14,-43,-73,-100,27,-56,-110,2022-08-23T11:36:44.363097+02:00
54.332946,10.153443,12,14,-43,-73,-100,27,-56,-110,2022-08-23T11:36:45.374971+02:00
54.332947,10.153443,12,14,-43,-73,-100,27,-56,-110,2022-08-23T11:36:46.388862+02:00
54.332947,10.153443,13,14,-44,-73,-90,27,-57,-110,2022-08-23T11:36:47.424588+02:00
54.332947,10.153443,13,14,-44,-73,-90,27,-57,-110,2022-08-23T11:36:48.418667+02:00
54.332947,10.153443,13,14,-44,-73,-90,27,-57,-110,2022-08-23T11:36:49.457532+02:00
54.332947,10.153443,12,14,-44,-73,-100,27,-58,-110,2022-08-23T11:36:50.372399+02:00
54.332946,10.153443,12,14,-44,-73,-100,27,-58,-110,2022-08-23T11:36:51.440517+02:00
54.332946,10.153443,12,14,-44,-73,-100,27,-58,-110,2022-08-23T11:36:52.451425+02:00
54.332946,10.153443,11,16,-45,-72,-100,28,-58,-110,2022-08-23T11:36:53.387585+02:00
54.332946,10.153443,11,16,-45,-72,-100,28,-58,-110,2022-08-23T11:36:54.377481+02:00
54.332946,10.153443,11,16,-45,-72,-100,28,-58,-110,2022-08-23T11:36:55.469388+02:00
54.332946,10.153443,12,12,-42,-73,-90,27,-58,-110,2022-08-23T11:36:56.453770+02:00
54.332946,10.153443,12,12,-42,-73,-90,27,-58,-110,2022-08-23T11:36:57.385112+02:00
54.332947,10.153443,12,12,-42,-73,-90,27,-58,-110,2022-08-23T11:36:58.439326+02:00
54.332947,10.153443,12,14,-43,-73,-90,27,-59,-110,2022-08-23T11:36:59.454164+02:00
54.332947,10.153443,12,14,-43,-73,-90,27,-59,-110,2022-08-23T11:37:00.403223+02:00
54.332947,10.153443,12,14,-43,-73,-90,27,-59,-110,2022-08-23T11:37:01.554632+02:00
54.332947,10.153443,12,16,-46,-72,-90,27,-58,-110,2022-08-23T11:37:02.448849+02:00
54.332947,10.153443,12,16,-46,-72,-90,27,-58,-110,2022-08-23T11:37:03.409184+02:00
54.332947,10.153443,12,16,-46,-72,-90,27,-58,-110,2022-08-23T11:37:04.461831+02:00
54.332946,10.153443,12,16,-46,-73,-90,28,-57,-110,2022-08-23T11:37:05.428735+02:00
54.332946,10.153441,12,16,-46,-73,-90,28,-57,-110,2022-08-23T11:37:06.417800+02:00
54.332946,10.153441,12,16,-46,-73,-90,28,-57,-110,2022-08-23T11:37:07.443928+02:00
54.332944,10.153441,12,14,-45,-73,-90,27,-58,-110,2022-08-23T11:37:08.452593+02:00
54.332944,10.153441,12,14,-45,-73,-90,27,-58,-110,2022-08-23T11:37:09.432520+02:00
54.332944,10.15344,12,14,-45,-73,-90,27,-58,-110,2022-08-23T11:37:10.439951+02:00
54.332944,10.15344,13,14,-45,-73,-90,30,-58,-110,2022-08-23T11:37:11.428696+02:00
54.332944,10.15344,13,14,-45,-73,-90,30,-58,-110,2022-08-23T11:37:12.514993+02:00
54.332944,10.153438,13,14,-45,-73,-90,30,-58,-110,2022-08-23T11:37:13.437956+02:00
54.332944,10.153438,12,14,-44,-73,-90,28,-57,-110,2022-08-23T11:37:14.421532+02:00
54.332944,10.153438,12,14,-44,-73,-90,28,-57,-110,2022-08-23T11:37:15.420095+02:00
54.332944,10.15344,12,14,-44,-73,-90,28,-57,-110,2022-08-23T11:37:16.439608+02:00
54.332944,10.15344,12,12,-47,-73,-90,28,-59,-110,2022-08-23T11:37:17.436527+02:00
54.332946,10.15344,12,12,-47,-73,-90,28,-59,-110,2022-08-23T11:37:18.386511+02:00
54.332946,10.15344,12,12,-47,-73,-90,28,-59,-110,2022-08-23T11:37:19.446439+02:00
54.332946,10.15344,12,14,-41,-72,-90,28,-60,-110,2022-08-23T11:37:20.422811+02:00
54.332946,10.15344,12,14,-41,-72,-90,28,-60,-110,2022-08-23T11:37:21.430450+02:00
54.332946,10.153441,12,14,-41,-72,-90,28,-60,-110,2022-08-23T11:37:22.438729+02:00
54.332946,10.15344,13,14,-44,-73,-100,27,-57,-110,2022-08-23T11:37:23.433995+02:00
54.332946,10.15344,13,14,-44,-73,-100,27,-57,-110,2022-08-23T11:37:24.415431+02:00
54.332947,10.15344,13,14,-44,-73,-100,27,-57,-110,2022-08-23T11:37:25.443040+02:00
54.332947,10.15344,12,14,-44,-73,-100,28,-58,-110,2022-08-23T11:37:26.454657+02:00
54.332947,10.15344,12,14,-44,-73,-100,28,-58,-110,2022-08-23T11:37:27.443814+02:00
54.332947,10.15344,12,14,-44,-73,-100,28,-58,-110,2022-08-23T11:37:28.453796+02:00
54.332947,10.15344,12,14,-45,-73,-90,29,-58,-110,2022-08-23T11:37:29.410742+02:00
54.332947,10.15344,12,14,-45,-73,-90,29,-58,-110,2022-08-23T11:37:30.433543+02:00
54.332947,10.15344,12,14,-45,-73,-90,29,-58,-110,2022-08-23T11:37:31.475235+02:00
54.332947,10.153441,12,16,-43,-72,-90,28,-58,-110,2022-08-23T11:37:32.392803+02:00
54.332947,10.15344,12,16,-43,-72,-90,28,-58,-110,2022-08-23T11:37:33.391166+02:00
54.332947,10.15344,12,16,-43,-72,-90,28,-58,-110,2022-08-23T11:37:34.403443+02:00
54.332947,10.15344,12,16,-43,-72,-90,30,-58,-110,2022-08-23T11:37:35.396192+02:00
54.332949,10.15344,12,16,-43,-72,-90,30,-58,-110,2022-08-23T11:37:36.402983+02:00
54.332949,10.15344,12,16,-43,-72,-90,30,-58,-110,2022-08-23T11:37:37.530447+02:00
54.332949,10.15344,12,16,-43,-72,-100,28,-58,-110,2022-08-23T11:37:38.434350+02:00
54.332949,10.15344,12,16,-43,-72,-100,28,-58,-110,2022-08-23T11:37:39.417572+02:00
54.332949,10.15344,12,16,-43,-72,-100,28,-58,-110,2022-08-23T11:37:40.413698+02:00
54.332949,10.15344,12,16,-45,-72,-90,30,-56,-110,2022-08-23T11:37:41.498973+02:00
54.332949,10.15344,12,16,-45,-72,-90,30,-56,-110,2022-08-23T11:37:42.429326+02:00
54.332949,10.153441,12,16,-45,-72,-90,30,-56,-110,2022-08-23T11:37:43.413893+02:00
54.332949,10.15344,12,14,-44,-73,-90,28,-56,-110,2022-08-23T11:37:44.411662+02:00
54.332949,10.15344,12,14,-44,-73,-90,28,-56,-110,2022-08-23T11:37:45.402109+02:00
54.332949,10.15344,12,14,-44,-73,-90,28,-56,-110,2022-08-23T11:37:46.436112+02:00
54.332947,10.15344,12,14,-44,-73,-90,27,-56,-110,2022-08-23T11:37:47.430582+02:00
54.332947,10.15344,12,14,-44,-73,-90,27,-56,-110,2022-08-23T11:37:48.435985+02:00
54.332947,10.15344,12,14,-44,-73,-90,27,-56,-110,2022-08-23T11:37:49.430540+02:00
54.332947,10.15344,12,12,-44,-73,-90,28,-54,-110,2022-08-23T11:37:50.432352+02:00
54.332947,10.15344,12,12,-44,-73,-90,28,-54,-110,2022-08-23T11:37:51.446453+02:00
54.332947,10.15344,12,12,-44,-73,-90,28,-54,-110,2022-08-23T11:37:52.428571+02:00
54.332947,10.15344,12,12,-44,-73,-90,28,-54,-110,2022-08-23T11:37:53.443205+02:00
54.332946,10.15344,13,14,-46,-73,-90,27,-56,-110,2022-08-23T11:37:54.454607+02:00
54.332946,10.15344,13,14,-46,-73,-90,27,-56,-110,2022-08-23T11:37:55.422336+02:00
54.332946,10.15344,13,14,-46,-73,-90,27,-56,-110,2022-08-23T11:37:56.432103+02:00
54.332946,10.15344,12,14,-45,-73,-90,27,-57,-110,2022-08-23T11:37:57.444033+02:00
54.332946,10.15344,12,14,-45,-73,-90,27,-57,-110,2022-08-23T11:37:58.416021+02:00
54.332946,10.15344,12,14,-45,-73,-90,27,-57,-110,2022-08-23T11:37:59.424116+02:00
54.332947,10.15344,12,14,-44,-73,-90,27,-57,-110,2022-08-23T11:38:00.431088+02:00
54.332947,10.15344,12,14,-44,-73,-90,27,-57,-110,2022-08-23T11:38:01.463126+02:00
54.332947,10.15344,12,14,-44,-73,-90,27,-57,-110,2022-08-23T11:38:02.449464+02:00
54.332947,10.15344,12,14,-45,-74,-90,28,-57,-110,2022-08-23T11:38:03.509091+02:00
54.332947,10.153441,12,14,-45,-74,-90,28,-57,-110,2022-08-23T11:38:04.484610+02:00
54.332947,10.153441,12,14,-45,-74,-90,28,-57,-110,2022-08-23T11:38:05.453174+02:00
54.332947,10.153441,10,14,-45,-73,-90,29,-58,-110,2022-08-23T11:38:06.486318+02:00
54.332949,10.153441,10,14,-45,-73,-90,29,-58,-110,2022-08-23T11:38:07.477974+02:00
54.332949,10.153441,10,14,-45,-73,-90,29,-58,-110,2022-08-23T11:38:08.450820+02:00
54.332949,10.153441,11,14,-45,-73,-90,27,-56,-110,2022-08-23T11:38:09.443974+02:00
54.332949,10.153443,11,14,-45,-73,-90,27,-56,-110,2022-08-23T11:38:10.477028+02:00
54.332949,10.153446,11,14,-45,-73,-90,27,-56,-110,2022-08-23T11:38:11.440708+02:00
54.332951,10.15345,13,12,-44,-72,-90,27,-55,-110,2022-08-23T11:38:12.466542+02:00
54.332951,10.153451,13,12,-44,-72,-90,27,-55,-110,2022-08-23T11:38:13.486125+02:00
54.332951,10.153456,13,12,-44,-72,-90,27,-55,-110,2022-08-23T11:38:14.469278+02:00
54.332952,10.153461,13,16,-41,-69,-90,27,-60,-110,2022-08-23T11:38:15.477700+02:00
54.332952,10.153466,13,16,-41,-69,-90,27,-60,-110,2022-08-23T11:38:16.453099+02:00
54.332954,10.153473,13,16,-41,-69,-90,27,-60,-110,2022-08-23T11:38:17.461843+02:00
54.332956,10.15348,15,14,-40,-70,-90,29,-53,-110,2022-08-23T11:38:18.467252+02:00
54.332959,10.153486,15,14,-40,-70,-90,29,-53,-110,2022-08-23T11:38:19.449864+02:00
54.332962,10.153495,15,14,-40,-70,-90,29,-53,-110,2022-08-23T11:38:20.491708+02:00
54.332967,10.153505,13,16,-41,-69,-90,32,-58,-110,2022-08-23T11:38:21.486060+02:00
54.332972,10.153516,13,16,-41,-69,-90,32,-58,-110,2022-08-23T11:38:22.472389+02:00
54.332977,10.15353,13,16,-41,-69,-90,32,-58,-110,2022-08-23T11:38:23.447645+02:00
54.332986,10.153543,15,16,-45,-72,-90,30,-55,-110,2022-08-23T11:38:24.446689+02:00
54.332992,10.153558,15,16,-45,-72,-90,30,-55,-110,2022-08-23T11:38:25.473641+02:00
54.333002,10.153575,15,16,-45,-72,-90,30,-55,-110,2022-08-23T11:38:26.513062+02:00
54.333012,10.153591,12,18,-39,-68,-90,28,-61,-110,2022-08-23T11:38:27.453113+02:00
54.333024,10.153608,12,18,-39,-68,-90,28,-61,-110,2022-08-23T11:38:28.468741+02:00
54.333036,10.153626,12,18,-39,-68,-90,28,-61,-110,2022-08-23T11:38:29.474444+02:00
54.333049,10.153646,12,16,-41,-69,-90,28,-52,-110,2022-08-23T11:38:30.499287+02:00
54.333064,10.153666,12,16,-41,-69,-90,28,-52,-110,2022-08-23T11:38:31.516438+02:00
54.333079,10.153686,12,16,-41,-69,-90,28,-52,-110,2022-08-23T11:38:32.487948+02:00
54.333094,10.15371,12,16,-42,-68,-90,30,-51,-110,2022-08-23T11:38:33.484676+02:00
54.333111,10.153733,12,16,-42,-68,-90,30,-51,-110,2022-08-23T11:38:34.472737+02:00
54.333127,10.15376,12,16,-42,-68,-90,30,-51,-110,2022-08-23T11:38:35.484163+02:00
54.333146,10.153786,9,18,-40,-69,-90,28,-48,-110,2022-08-23T11:38:36.461469+02:00
54.333162,10.153815,9,18,-40,-69,-90,28,-48,-110,2022-08-23T11:38:37.476834+02:00
54.333181,10.153843,9,18,-40,-69,-90,28,-48,-110,2022-08-23T11:38:38.467939+02:00
54.333197,10.153875,14,16,-36,-70,-80,28,-51,-110,2022-08-23T11:38:39.443653+02:00
54.333216,10.153906,14,16,-36,-70,-80,28,-51,-110,2022-08-23T11:38:40.478551+02:00
54.333234,10.153941,14,16,-36,-70,-80,28,-51,-110,2022-08-23T11:38:41.461264+02:00
54.333251,10.153976,13,16,-41,-68,-80,28,-55,-110,2022-08-23T11:38:42.493492+02:00
54.333269,10.154015,13,16,-41,-68,-80,28,-55,-110,2022-08-23T11:38:43.447581+02:00
54.333286,10.154053,13,16,-41,-68,-80,28,-55,-110,2022-08-23T11:38:44.481384+02:00
54.333302,10.154093,11,16,-39,-67,-90,27,-61,-110,2022-08-23T11:38:45.474615+02:00
54.333317,10.154135,11,16,-39,-67,-90,27,-61,-110,2022-08-23T11:38:46.503003+02:00
54.333333,10.154178,11,16,-39,-67,-90,27,-61,-110,2022-08-23T11:38:47.518260+02:00
54.333348,10.154223,8,14,-37,-68,-90,22,-70,-110,2022-08-23T11:38:48.506578+02:00
54.333361,10.154268,8,14,-37,-68,-90,22,-70,-110,2022-08-23T11:38:49.518425+02:00
54.333373,10.154315,8,14,-37,-68,-90,22,-70,-110,2022-08-23T11:38:50.470976+02:00
54.333386,10.154363,6,10,-47,-73,-100,18,-74,-110,2022-08-23T11:38:51.471967+02:00
54.333398,10.154413,6,10,-47,-73,-100,18,-74,-110,2022-08-23T11:38:52.514301+02:00
54.333408,10.154463,6,10,-47,-73,-100,18,-74,-110,2022-08-23T11:38:53.505474+02:00
54.333418,10.154515,4,6,-51,-80,-100,2,-82,-110,2022-08-23T11:38:54.510220+02:00
54.333426,10.154566,4,6,-51,-80,-100,2,-82,-110,2022-08-23T11:38:55.525089+02:00
54.333434,10.15462,4,6,-51,-80,-100,2,-82,-110,2022-08-23T11:38:56.534167+02:00
54.333441,10.154673,3,0,-52,-84,-110,-4,-88,-120,2022-08-23T11:38:57.507082+02:00
54.333448,10.154726,3,0,-52,-84,-110,-4,-88,-120,2022-08-23T11:38:58.511582+02:00
54.333453,10.154781,3,0,-52,-84,-110,-4,-88,-120,2022-08-23T11:38:59.496876+02:00
54.333458,10.154838,,0,-53,-88,-150,-2,-84,-130,2022-08-23T11:39:00.544232+02:00
54.333463,10.154893,,0,-53,-88,-150,-2,-84,-130,2022-08-23T11:39:01.570959+02:00
54.333466,10.154951,,0,-53,-88,-150,-2,-84,-130,2022-08-23T11:39:02.528514+02:00
54.333468,10.155008,6,0,-53,-89,-130,8,-82,-110,2022-08-23T11:39:03.507800+02:00
54.333469,10.155066,6,0,-53,-89,-130,8,-82,-110,2022-08-23T11:39:04.956136+02:00
54.333471,10.155125,6,0,-53,-89,-130,8,-82,-110,2022-08-23T11:39:05.646926+02:00
54.333471,10.155183,7,4,-52,-85,-130,-8,-89,-130,2022-08-23T11:39:06.536469+02:00
54.333471,10.155243,7,4,-52,-85,-130,-8,-89,-130,2022-08-23T11:39:07.544740+02:00
54.333471,10.155303,7,4,-52,-85,-130,-8,-89,-130,2022-08-23T11:39:08.531854+02:00
54.333469,10.155365,8,2,-53,-86,-140,-2,-86,-120,2022-08-23T11:39:09.503953+02:00
54.333468,10.155426,8,2,-53,-86,-140,-2,-86,-120,2022-08-23T11:39:10.570003+02:00
54.333466,10.155488,8,2,-53,-86,-140,-2,-86,-120,2022-08-23T11:39:11.556350+02:00
54.333463,10.15555,14,-2,-52,-87,-140,12,-82,-110,2022-08-23T11:39:12.603097+02:00
54.333461,10.155611,14,-2,-52,-87,-140,12,-82,-110,2022-08-23T11:39:13.575257+02:00
54.333458,10.155675,14,-2,-52,-87,-140,12,-82,-110,2022-08-23T11:39:14.560920+02:00
54.333454,10.155738,9,2,-51,-83,-100,20,-75,-110,2022-08-23T11:39:15.546107+02:00
54.333449,10.155801,9,2,-51,-83,-100,20,-75,-110,2022-08-23T11:39:16.554276+02:00
54.333446,10.155866,9,2,-51,-83,-100,20,-75,-110,2022-08-23T11:39:17.505883+02:00
54.333441,10.15593,4,2,-52,-83,-120,10,-79,-110,2022-08-23T11:39:18.522953+02:00
54.333436,10.155993,4,2,-52,-83,-120,10,-79,-110,2022-08-23T11:39:19.561283+02:00
54.333431,10.156058,4,2,-52,-83,-120,10,-79,-110,2022-08-23T11:39:20.592174+02:00
54.333426,10.156121,6,2,-53,-85,-140,12,-79,-110,2022-08-23T11:39:21.581917+02:00
54.333421,10.156185,6,2,-53,-85,-140,12,-79,-110,2022-08-23T11:39:22.565221+02:00
54.333416,10.15625,6,2,-53,-85,-140,12,-79,-110,2022-08-23T11:39:23.767834+02:00
54.333411,10.156315,6,2,-53,-85,-140,12,-79,-110,2022-08-23T11:39:24.571322+02:00
54.333406,10.15638,5,-2,-53,-86,-140,12,-78,-110,2022-08-23T11:39:25.539306+02:00
54.333399,10.156445,5,-2,-53,-86,-140,12,-78,-110,2022-08-23T11:39:26.553707+02:00
54.333393,10.15651,5,-2,-53,-86,-140,12,-78,-110,2022-08-23T11:39:27.559535+02:00
54.333388,10.156575,6,-2,-52,-85,-130,16,-77,-110,2022-08-23T11:39:28.559046+02:00
54.333381,10.15664,6,-2,-52,-85,-130,16,-77,-110,2022-08-23T11:39:29.585189+02:00
54.333376,10.156705,6,-2,-52,-85,-130,16,-77,-110,2022-08-23T11:39:30.643510+02:00
54.333369,10.156768,4,0,-53,-85,-140,8,-77,-110,2022-08-23T11:39:31.643035+02:00
54.333364,10.156833,4,0,-53,-85,-140,8,-77,-110,2022-08-23T11:39:32.565990+02:00
54.333359,10.156898,4,0,-53,-85,-140,8,-77,-110,2022-08-23T11:39:33.601863+02:00
54.333354,10.156961,4,2,-53,-85,-140,18,-79,-110,2022-08-23T11:39:34.601692+02:00
54.333348,10.157026,4,2,-53,-85,-140,18,-79,-110,2022-08-23T11:39:35.565673+02:00
54.333343,10.157093,4,2,-53,-85,-140,18,-79,-110,2022-08-23T11:39:36.558797+02:00
54.333338,10.157158,3,2,-54,-87,-140,18,-77,-110,2022-08-23T11:39:37.566898+02:00
54.333333,10.157225,3,2,-54,-87,-140,18,-77,-110,2022-08-23T11:39:38.567809+02:00
54.333327,10.157291,3,2,-54,-87,-140,18,-77,-110,2022-08-23T11:39:39.569230+02:00
54.333322,10.157358,4,-2,-53,-88,-140,14,-79,-110,2022-08-23T11:39:40.607418+02:00
54.333317,10.157425,4,-2,-53,-88,-140,14,-79,-110,2022-08-23T11:39:41.580166+02:00
54.333312,10.15749,4,-2,-53,-88,-140,14,-79,-110,2022-08-23T11:39:42.598438+02:00
54.333309,10.157556,1,0,-50,-86,-130,14,-80,-110,2022-08-23T11:39:43.574601+02:00
54.333304,10.157623,1,0,-50,-86,-130,14,-80,-110,2022-08-23T11:39:44.559241+02:00
54.333299,10.15769,1,0,-50,-86,-130,14,-80,-110,2022-08-23T11:39:45.594618+02:00
54.333296,10.157755,2,0,-51,-85,-140,14,-79,-110,2022-08-23T11:39:46.553454+02:00
54.333291,10.157821,2,0,-51,-85,-140,14,-79,-110,2022-08-23T11:39:47.637071+02:00
54.333287,10.157888,2,0,-51,-85,-140,14,-79,-110,2022-08-23T11:39:48.576343+02:00
54.333282,10.157955,2,2,-52,-83,-120,16,-78,-110,2022-08-23T11:39:49.570246+02:00
54.333279,10.158021,2,2,-52,-83,-120,16,-78,-110,2022-08-23T11:39:50.568765+02:00
54.333276,10.158088,2,2,-52,-83,-120,16,-78,-110,2022-08-23T11:39:51.600666+02:00
54.333271,10.158155,,0,-51,-84,-130,16,-77,-110,2022-08-23T11:39:52.606169+02:00
54.333266,10.15822,,0,-51,-84,-130,16,-77,-110,2022-08-23T11:39:53.626338+02:00
54.333262,10.158286,,0,-51,-84,-130,16,-77,-110,2022-08-23T11:39:54.644440+02:00
54.333257,10.158353,,-2,-53,-86,-150,16,-82,-110,2022-08-23T11:39:55.609709+02:00
54.333254,10.158418,,-2,-53,-86,-150,16,-82,-110,2022-08-23T11:39:56.647249+02:00
54.333249,10.158483,,-2,-53,-86,-150,16,-82,-110,2022-08-23T11:39:57.575837+02:00
54.333244,10.158548,,-4,-53,-88,-160,14,-80,-110,2022-08-23T11:39:58.607646+02:00
54.333239,10.158613,,-4,-53,-88,-160,14,-80,-110,2022-08-23T11:39:59.681758+02:00
54.333234,10.15868,,-4,-53,-88,-160,14,-80,-110,2022-08-23T11:40:00.579938+02:00
54.333229,10.158746,1,0,-53,-85,-130,8,-81,-110,2022-08-23T11:40:01.641946+02:00
54.333224,10.158811,1,0,-53,-85,-130,8,-81,-110,2022-08-23T11:40:02.584796+02:00
54.329044,10.178406,8,-4,-51,-89,-130,28,-85,-130,2022-08-23T11:56:00.359370+02:00
54.329052,10.178369,7,2,-46,-85,-130,27,-84,-110,2022-08-23T11:56:01.382681+02:00
54.329062,10.178332,7,2,-46,-85,-130,27,-84,-110,2022-08-23T11:56:02.363209+02:00
54.329071,10.178294,7,2,-46,-85,-130,27,-84,-110,2022-08-23T11:56:03.368106+02:00
54.329079,10.178257,4,6,-50,-81,-110,26,-84,-110,2022-08-23T11:56:04.377931+02:00
54.329087,10.178221,4,6,-50,-81,-110,26,-84,-110,2022-08-23T11:56:05.431602+02:00
54.329096,10.178184,4,6,-50,-81,-110,26,-84,-110,2022-08-23T11:56:06.420990+02:00
54.329106,10.178147,8,10,-50,-80,-120,26,-83,-110,2022-08-23T11:56:07.393554+02:00
54.329114,10.178111,8,10,-50,-80,-120,26,-83,-110,2022-08-23T11:56:08.443815+02:00
54.329122,10.178072,8,10,-50,-80,-120,26,-83,-110,2022-08-23T11:56:09.383757+02:00
54.329131,10.178036,8,12,-45,-78,-100,26,-85,-110,2022-08-23T11:56:10.367507+02:00
54.329141,10.177999,8,12,-45,-78,-100,26,-85,-110,2022-08-23T11:56:11.397230+02:00
54.329149,10.177962,8,12,-45,-78,-100,26,-85,-110,2022-08-23T11:56:12.355240+02:00
54.329159,10.177926,7,14,-50,-77,-90,27,-82,-110,2022-08-23T11:56:13.365807+02:00
54.329167,10.177889,7,14,-50,-77,-90,27,-82,-110,2022-08-23T11:56:14.379675+02:00
54.329177,10.177852,7,14,-50,-77,-90,27,-82,-110,2022-08-23T11:56:15.375301+02:00
54.329187,10.177814,9,18,-47,-74,-100,27,-83,-110,2022-08-23T11:56:16.377033+02:00
54.329196,10.177777,9,18,-47,-74,-100,27,-83,-110,2022-08-23T11:56:17.377014+02:00
54.329204,10.177741,9,18,-47,-74,-100,27,-83,-110,2022-08-23T11:56:18.376212+02:00
54.329214,10.177704,11,12,-52,-78,-100,27,-83,-110,2022-08-23T11:56:19.444351+02:00
54.329222,10.177667,11,12,-52,-78,-100,27,-83,-110,2022-08-23T11:56:20.393919+02:00
54.329232,10.177631,11,12,-52,-78,-100,27,-83,-110,2022-08-23T11:56:21.368936+02:00
54.329241,10.177592,12,14,-45,-76,-120,27,-83,-110,2022-08-23T11:56:22.400487+02:00
54.329251,10.177556,12,14,-45,-76,-120,27,-83,-110,2022-08-23T11:56:23.387790+02:00
54.329259,10.177519,12,14,-45,-76,-120,27,-83,-110,2022-08-23T11:56:24.396656+02:00
54.329267,10.177482,14,12,-45,-77,-130,26,-82,-110,2022-08-23T11:56:25.371863+02:00
54.329277,10.177446,14,12,-45,-77,-130,26,-82,-110,2022-08-23T11:56:26.376435+02:00
54.329286,10.177409,14,12,-45,-77,-130,26,-82,-110,2022-08-23T11:56:27.387591+02:00
54.329294,10.177372,13,18,-40,-71,-120,27,-81,-110,2022-08-23T11:56:28.388638+02:00
54.329304,10.177336,13,18,-40,-71,-120,27,-81,-110,2022-08-23T11:56:29.396774+02:00
54.329312,10.177297,13,18,-40,-71,-120,27,-81,-110,2022-08-23T11:56:30.394052+02:00
54.329321,10.177261,11,14,-42,-75,-120,29,-81,-110,2022-08-23T11:56:31.376471+02:00
54.329329,10.177222,11,14,-42,-75,-120,29,-81,-110,2022-08-23T11:56:32.406015+02:00
54.329337,10.177186,11,14,-42,-75,-120,29,-81,-110,2022-08-23T11:56:33.361148+02:00
54.329346,10.177149,13,14,-44,-76,-130,27,-80,-110,2022-08-23T11:56:34.413273+02:00
54.329356,10.177112,13,14,-44,-76,-130,27,-80,-110,2022-08-23T11:56:35.396868+02:00
54.329364,10.177076,13,14,-44,-76,-130,27,-80,-110,2022-08-23T11:56:36.386045+02:00
54.329372,10.177037,13,16,-46,-75,-110,27,-81,-110,2022-08-23T11:56:37.390258+02:00
54.329381,10.177001,13,16,-46,-75,-110,27,-81,-110,2022-08-23T11:56:38.375439+02:00
54.329389,10.176964,13,16,-46,-75,-110,27,-81,-110,2022-08-23T11:56:39.411316+02:00
54.329399,10.176926,14,18,-44,-74,-100,27,-81,-110,2022-08-23T11:56:40.385178+02:00
54.329407,10.176889,14,18,-44,-74,-100,27,-81,-110,2022-08-23T11:56:41.424445+02:00
54.329416,10.176852,14,18,-44,-74,-100,27,-81,-110,2022-08-23T11:56:42.401390+02:00
54.329426,10.176816,15,16,-44,-75,-100,26,-80,-110,2022-08-23T11:56:43.381422+02:00
54.329434,10.176777,15,16,-44,-75,-100,26,-80,-110,2022-08-23T11:56:44.393339+02:00
54.329444,10.176741,15,16,-44,-75,-100,26,-80,-110,2022-08-23T11:56:45.406295+02:00
54.329452,10.176704,12,18,-41,-71,-120,27,-80,-110,2022-08-23T11:56:46.393816+02:00
54.329461,10.176667,12,18,-41,-71,-120,27,-80,-110,2022-08-23T11:56:47.387537+02:00
54.329469,10.176631,12,18,-41,-71,-120,27,-80,-110,2022-08-23T11:56:48.416855+02:00
54.329477,10.176594,14,20,-44,-73,-110,26,-81,-110,2022-08-23T11:56:49.474756+02:00
54.329487,10.176557,14,20,-44,-73,-110,26,-81,-110,2022-08-23T11:56:50.392483+02:00
54.329496,10.176519,14,20,-44,-73,-110,26,-81,-110,2022-08-23T11:56:51.397532+02:00
54.329506,10.176482,14,14,-43,-74,-130,26,-82,-110,2022-08-23T11:56:52.390382+02:00
54.329514,10.176446,14,14,-43,-74,-130,26,-82,-110,2022-08-23T11:56:53.436473+02:00
54.329524,10.176407,14,14,-43,-74,-130,26,-82,-110,2022-08-23T11:56:54.412528+02:00
54.329534,10.176371,15,14,-44,-73,-110,26,-81,-110,2022-08-23T11:56:55.395634+02:00
54.329541,10.176334,15,14,-44,-73,-110,26,-81,-110,2022-08-23T11:56:56.382437+02:00
54.329551,10.176297,15,14,-44,-73,-110,26,-81,-110,2022-08-23T11:56:57.424609+02:00
54.329559,10.176261,13,14,-46,-75,-110,30,-80,-110,2022-08-23T11:56:58.413120+02:00
54.329569,10.176224,13,14,-46,-75,-110,30,-80,-110,2022-08-23T11:56:59.435249+02:00
54.329579,10.176187,13,14,-46,-75,-110,30,-80,-110,2022-08-23T11:57:00.389270+02:00
54.329587,10.176151,15,12,-45,-75,-110,28,-78,-110,2022-08-23T11:57:01.408046+02:00
54.329597,10.176116,15,12,-45,-75,-110,28,-78,-110,2022-08-23T11:57:02.420366+02:00
54.329607,10.176079,15,12,-45,-75,-110,28,-78,-110,2022-08-23T11:57:03.403755+02:00
54.329616,10.176042,14,12,-46,-75,-120,30,-76,-110,2022-08-23T11:57:04.396293+02:00
54.329626,10.176006,14,12,-46,-75,-120,30,-76,-110,2022-08-23T11:57:05.440014+02:00
