gps.lat,gps.lon,lte.lCurrentCellid,lte.lEnbId,lte.lSectorId,lte.lPhyCellId,lte.lCqi,lte.lRi,lte.lMcs,lte.lRssi,lte.lRsrp,lte.lRsrq,lte.lSinr,lte.lNrRsrp,lte.lNrRsrq,lte.lNrSinr,date,lte.earfcn,phy-cellid,gps.speed-v
54.328142,10.182439,26762753,104542,1,239,9,1,4,-53,-86,-140,10,-90,-110,28,2022-08-28 16:23:36,1300,239,0.005556
54.328142,10.182441,26762753,104542,1,239,9,1,4,-53,-86,-140,10,-90,-110,28,2022-08-28 16:23:37,1300,239,0.248168
54.328144,10.182441,26762753,104542,1,239,8,1,1,-50,-85,-150,6,-92,-110,28,2022-08-28 16:23:38,1300,239,0.16668
54.328144,10.182441,26762753,104542,1,239,8,1,1,-50,-85,-150,6,-92,-110,28,2022-08-28 16:23:39,1300,239,0.029632
54.328144,10.182441,26762753,104542,1,239,8,1,1,-50,-85,-150,6,-92,-110,28,2022-08-28 16:23:40,1300,239,0.025928
54.328144,10.182441,26762753,104542,1,239,7,1,3,-52,-85,-140,8,-91,-110,26,2022-08-28 16:23:41,1300,239,0.161124
54.328144,10.182441,26762753,104542,1,239,7,1,3,-52,-85,-140,8,-91,-110,26,2022-08-28 16:23:42,1300,239,0.151864
54.328144,10.182441,26762753,104542,1,239,7,1,3,-52,-85,-140,8,-91,-110,26,2022-08-28 16:23:43,1300,239,0.209276
54.328144,10.182441,26762753,104542,1,239,7,1,0,-54,-86,-140,10,-92,-110,26,2022-08-28 16:23:44,1300,239,0.079636
54.328144,10.182442,26762753,104542,1,239,7,1,0,-54,-86,-140,10,-92,-110,26,2022-08-28 16:23:45,1300,239,0.214832
54.328144,10.182442,26762753,104542,1,239,7,1,0,-54,-86,-140,10,-92,-110,26,2022-08-28 16:23:46,1300,239,0.072228
54.328144,10.182441,26762753,104542,1,239,7,1,1,-51,-85,-150,10,-94,-110,26,2022-08-28 16:23:47,1300,239,0.125936
54.328144,10.182441,26762753,104542,1,239,7,1,1,-51,-85,-150,10,-94,-110,26,2022-08-28 16:23:48,1300,239,0.077784
54.328144,10.182441,26762753,104542,1,239,7,1,1,-51,-85,-150,10,-94,-110,26,2022-08-28 16:23:49,1300,239,0.066672
54.328144,10.182441,26762753,104542,1,239,6,1,2,-50,-85,-160,10,-92,-110,26,2022-08-28 16:23:50,1300,239,0.08334
54.328144,10.182441,26762753,104542,1,239,6,1,2,-50,-85,-160,10,-92,-110,26,2022-08-28 16:23:51,1300,239,0.1852
54.328146,10.182441,26762753,104542,1,239,6,1,2,-50,-85,-160,10,-92,-110,26,2022-08-28 16:23:52,1300,239,0.38892
54.328146,10.182441,26762753,104542,1,239,7,1,1,-51,-86,-150,8,-88,-110,28,2022-08-28 16:23:53,1300,239,0.28706
54.328146,10.182442,26762753,104542,1,239,7,1,1,-51,-86,-150,8,-88,-110,28,2022-08-28 16:23:54,1300,239,0.312988
54.328147,10.182442,26762753,104542,1,239,7,1,1,-51,-86,-150,8,-88,-110,28,2022-08-28 16:23:55,1300,239,0.290764
54.328147,10.182442,26762753,104542,1,239,7,1,1,-51,-86,-150,8,-88,-110,28,2022-08-28 16:23:56,1300,239,0.26854
54.328147,10.182442,26762753,104542,1,239,6,1,1,-51,-86,-160,10,-87,-110,28,2022-08-28 16:23:57,1300,239,0.242612
54.328149,10.182444,26762753,104542,1,239,6,1,1,-51,-86,-160,10,-87,-110,28,2022-08-28 16:23:58,1300,239,0.318544
54.328149,10.182446,26762753,104542,1,239,6,1,1,-51,-86,-160,10,-87,-110,28,2022-08-28 16:23:59,1300,239,0.624124
54.328151,10.182447,26762753,104542,1,239,10,1,1,-53,-86,-140,12,-88,-110,28,2022-08-28 16:24:00,1300,239,0.577824
54.328152,10.182451,26762753,104542,1,239,10,1,1,-53,-86,-140,12,-88,-110,28,2022-08-28 16:24:01,1300,239,0.770432
54.328154,10.182452,26762753,104542,1,239,10,1,1,-53,-86,-140,12,-88,-110,28,2022-08-28 16:24:02,1300,239,0.890812
54.328157,10.182454,26762753,104542,1,239,6,1,3,-53,-88,-150,8,-87,-110,26,2022-08-28 16:24:03,1300,239,0.9723
54.328159,10.182457,26762753,104542,1,239,6,1,3,-53,-88,-150,8,-87,-110,26,2022-08-28 16:24:04,1300,239,0.931556
54.328161,10.182459,26762753,104542,1,239,6,1,3,-53,-88,-150,8,-87,-110,26,2022-08-28 16:24:05,1300,239,1.124164
54.328164,10.182462,26762753,104542,1,239,7,1,4,-52,-86,-150,10,-93,-110,28,2022-08-28 16:24:06,1300,239,1.135276
54.328167,10.182464,26762753,104542,1,239,7,1,4,-52,-86,-150,10,-93,-110,28,2022-08-28 16:24:07,1300,239,1.1575
54.328169,10.182467,26762753,104542,1,239,7,1,4,-52,-86,-150,10,-93,-110,28,2022-08-28 16:24:08,1300,239,1.3427
54.328174,10.182469,26762753,104542,1,239,4,1,3,-51,-86,-160,8,-93,-110,28,2022-08-28 16:24:09,1300,239,1.455672
54.328177,10.182472,26762753,104542,1,239,4,1,3,-51,-86,-160,8,-93,-110,28,2022-08-28 16:24:10,1300,239,1.585312
54.328182,10.182474,26762753,104542,1,239,4,1,3,-51,-86,-160,8,-93,-110,28,2022-08-28 16:24:11,1300,239,1.976084
54.328189,10.182476,26762753,104542,1,239,6,1,3,-53,-87,-150,6,-88,-110,28,2022-08-28 16:24:12,1300,239,2.070536
54.328194,10.182477,26762753,104542,1,239,6,1,3,-53,-87,-150,6,-88,-110,28,2022-08-28 16:24:13,1300,239,2.146468
54.328199,10.182477,26762753,104542,1,239,6,1,3,-53,-87,-150,6,-88,-110,28,2022-08-28 16:24:14,1300,239,2.450196
54.328206,10.182477,26762753,104542,1,239,6,1,1,-53,-86,-140,8,-87,-110,28,2022-08-28 16:24:15,1300,239,2.131652
54.328211,10.182474,26762753,104542,1,239,6,1,1,-53,-86,-140,8,-87,-110,28,2022-08-28 16:24:16,1300,239,2.3613
54.328217,10.182469,26762753,104542,1,239,6,1,1,-53,-86,-140,8,-87,-110,28,2022-08-28 16:24:17,1300,239,2.598356
54.328222,10.182462,26762753,104542,1,239,6,1,0,-51,-84,-130,10,-85,-110,30,2022-08-28 16:24:18,1300,239,2.618728
54.328227,10.182457,26762753,104542,1,239,6,1,0,-51,-84,-130,10,-85,-110,30,2022-08-28 16:24:19,1300,239,2.600208
54.328234,10.182449,26762753,104542,1,239,6,1,0,-51,-84,-130,10,-85,-110,30,2022-08-28 16:24:20,1300,239,2.924308
54.328239,10.182441,26762753,104542,1,239,5,1,1,-50,-84,-130,8,-84,-110,30,2022-08-28 16:24:21,1300,239,2.776148
54.328244,10.182432,26762753,104542,1,239,5,1,1,-50,-84,-130,8,-84,-110,30,2022-08-28 16:24:22,1300,239,3.1947
54.328251,10.182422,26762753,104542,1,239,5,1,1,-50,-84,-130,8,-84,-110,30,2022-08-28 16:24:23,1300,239,3.411384
54.328257,10.182412,26762753,104542,1,239,5,1,1,-51,-85,-170,6,-86,-110,30,2022-08-28 16:24:24,1300,239,3.402124
54.328264,10.182401,26762753,104542,1,239,5,1,1,-51,-85,-170,6,-86,-110,30,2022-08-28 16:24:25,1300,239,3.329896
54.328269,10.182391,26762753,104542,1,239,5,1,1,-51,-85,-170,6,-86,-110,30,2022-08-28 16:24:26,1300,239,3.409532
54.328274,10.182379,26762753,104542,1,239,7,1,1,-51,-84,-150,8,-91,-110,30,2022-08-28 16:24:27,1300,239,3.498428
54.328279,10.182367,26762753,104542,1,239,7,1,1,-51,-84,-150,8,-91,-110,30,2022-08-28 16:24:28,1300,239,3.548432
54.328284,10.182356,26762753,104542,1,239,7,1,1,-51,-84,-150,8,-91,-110,30,2022-08-28 16:24:29,1300,239,3.550284
54.328289,10.182342,26762753,104542,1,239,8,1,1,-50,-85,-150,10,-83,-110,26,2022-08-28 16:24:30,1300,239,3.622512
54.328294,10.182327,26762753,104542,1,239,8,1,1,-50,-85,-150,10,-83,-110,26,2022-08-28 16:24:31,1300,239,3.5188
54.328297,10.182314,26762753,104542,1,239,8,1,1,-50,-85,-150,10,-83,-110,26,2022-08-28 16:24:32,1300,239,3.618808
54.328304,10.182301,26762753,104542,1,239,9,1,3,-51,-81,-120,14,-84,-110,28,2022-08-28 16:24:33,1300,239,3.7966
54.328309,10.182286,26762753,104542,1,239,9,1,3,-51,-81,-120,14,-84,-110,28,2022-08-28 16:24:34,1300,239,3.920684
54.328314,10.182271,26762753,104542,1,239,9,1,3,-51,-81,-120,14,-84,-110,28,2022-08-28 16:24:35,1300,239,4.020692
54.328319,10.182256,26762753,104542,1,239,7,1,1,-53,-82,-130,14,-84,-110,28,2022-08-28 16:24:36,1300,239,3.913276
54.328322,10.182241,26762753,104542,1,239,7,1,1,-53,-82,-130,14,-84,-110,28,2022-08-28 16:24:37,1300,239,4.152184
54.328326,10.182224,26762753,104542,1,239,7,1,1,-53,-82,-130,14,-84,-110,28,2022-08-28 16:24:38,1300,239,4.128108
54.328331,10.182207,26762753,104542,1,239,7,1,2,-51,-85,-150,8,-83,-110,28,2022-08-28 16:24:39,1300,239,4.329976
54.328336,10.182192,26762753,104542,1,239,7,1,2,-51,-85,-150,8,-83,-110,28,2022-08-28 16:24:40,1300,239,4.229968
54.328341,10.182176,26762753,104542,1,239,7,1,2,-51,-85,-150,8,-83,-110,28,2022-08-28 16:24:41,1300,239,4.489248
54.328346,10.182157,26762753,104542,1,239,10,1,1,-52,-85,-140,12,-82,-110,28,2022-08-28 16:24:42,1300,239,4.55592
54.328349,10.182141,26762753,104542,1,239,10,1,1,-52,-85,-140,12,-82,-110,28,2022-08-28 16:24:43,1300,239,4.589256
54.328352,10.182122,26762753,104542,1,239,10,1,1,-52,-85,-140,12,-82,-110,28,2022-08-28 16:24:44,1300,239,4.75038
54.328357,10.182104,26762753,104542,1,239,8,1,21,-50,-85,-130,8,-84,-110,27,2022-08-28 16:24:45,1300,239,4.822608
54.328362,10.182086,26762753,104542,1,239,8,1,21,-50,-85,-130,8,-84,-110,27,2022-08-28 16:24:46,1300,239,4.687412
54.328367,10.182067,26762753,104542,1,239,8,1,21,-50,-85,-130,8,-84,-110,27,2022-08-28 16:24:47,1300,239,4.709636
54.328371,10.182049,26762753,104542,1,239,9,1,0,-49,-82,-140,10,-84,-110,28,2022-08-28 16:24:48,1300,239,4.854092
54.328376,10.182031,26762753,104542,1,239,9,1,0,-49,-82,-140,10,-84,-110,28,2022-08-28 16:24:49,1300,239,4.922616
54.328381,10.182011,26762753,104542,1,239,9,1,0,-49,-82,-140,10,-84,-110,28,2022-08-28 16:24:50,1300,239,5.10226
54.328386,10.181991,26762753,104542,1,239,11,1,1,-51,-82,-140,8,-86,-110,26,2022-08-28 16:24:51,1300,239,5.155968
54.328391,10.181971,26762753,104542,1,239,11,1,1,-51,-82,-140,8,-86,-110,26,2022-08-28 16:24:52,1300,239,4.992992
54.328396,10.181951,26762753,104542,1,239,11,1,1,-51,-82,-140,8,-86,-110,26,2022-08-28 16:24:53,1300,239,5.087444
54.328401,10.181931,26762753,104542,1,239,11,1,1,-51,-82,-120,8,-85,-110,26,2022-08-28 16:24:54,1300,239,5.322648
54.328406,10.181909,26762753,104542,1,239,11,1,1,-51,-82,-120,8,-85,-110,26,2022-08-28 16:24:55,1300,239,5.28746
54.328411,10.181887,26762753,104542,1,239,11,1,1,-51,-82,-120,8,-85,-110,26,2022-08-28 16:24:56,1300,239,5.543036
54.328416,10.181867,26762753,104542,1,239,11,1,1,-49,-80,-120,8,-82,-110,27,2022-08-28 16:24:57,1300,239,5.320796
54.328421,10.181846,26762753,104542,1,239,11,1,1,-49,-80,-120,8,-82,-110,27,2022-08-28 16:24:58,1300,239,5.507848
54.328426,10.181824,26762753,104542,1,239,11,1,1,-49,-80,-120,8,-82,-110,27,2022-08-28 16:24:59,1300,239,5.618968
54.328429,10.181801,26762753,104542,1,239,12,1,2,-51,-81,-130,10,-86,-110,30,2022-08-28 16:25:00,1300,239,5.394876
54.328434,10.181779,26762753,104542,1,239,12,1,2,-51,-81,-130,10,-86,-110,30,2022-08-28 16:25:01,1300,239,5.576372
54.328439,10.181757,26762753,104542,1,239,12,1,2,-51,-81,-130,10,-86,-110,30,2022-08-28 16:25:02,1300,239,5.52822
54.328442,10.181736,26762753,104542,1,239,9,1,0,-49,-82,-120,8,-87,-110,27,2022-08-28 16:25:03,1300,239,5.644896
54.328447,10.181712,26762753,104542,1,239,9,1,0,-49,-82,-120,8,-87,-110,27,2022-08-28 16:25:04,1300,239,5.6949
54.328451,10.181691,26762753,104542,1,239,9,1,0,-49,-82,-120,8,-87,-110,27,2022-08-28 16:25:05,1300,239,5.887508
54.328456,10.181667,26762753,104542,1,239,11,1,1,-49,-82,-130,10,-87,-110,29,2022-08-28 16:25:06,1300,239,5.720828
54.328459,10.181644,26762753,104542,1,239,11,1,1,-49,-82,-130,10,-87,-110,29,2022-08-28 16:25:07,1300,239,5.756016
54.328464,10.181621,26762753,104542,1,239,11,1,1,-49,-82,-130,10,-87,-110,29,2022-08-28 16:25:08,1300,239,5.883804
54.328467,10.181597,26762753,104542,1,239,9,1,0,-49,-81,-110,10,-86,-110,28,2022-08-28 16:25:09,1300,239,5.761572
54.328472,10.181574,26762753,104542,1,239,9,1,0,-49,-81,-110,10,-86,-110,28,2022-08-28 16:25:10,1300,239,5.863432
54.328477,10.181551,26762753,104542,1,239,9,1,0,-49,-81,-110,10,-86,-110,28,2022-08-28 16:25:11,1300,239,6.04678
54.328482,10.181527,26762753,104542,1,239,10,1,1,-47,-79,-130,10,-84,-110,29,2022-08-28 16:25:12,1300,239,6.002332
54.328487,10.181504,26762753,104542,1,239,10,1,1,-47,-79,-130,10,-84,-110,29,2022-08-28 16:25:13,1300,239,5.857876
54.328491,10.181481,26762753,104542,1,239,10,1,1,-47,-79,-130,10,-84,-110,29,2022-08-28 16:25:14,1300,239,5.8338
54.328494,10.181456,26762753,104542,1,239,14,1,1,-48,-82,-130,10,-84,-110,28,2022-08-28 16:25:15,1300,239,5.906028
54.328499,10.181432,26762753,104542,1,239,14,1,1,-48,-82,-130,10,-84,-110,28,2022-08-28 16:25:16,1300,239,6.061596
54.328502,10.181407,26762753,104542,1,239,14,1,1,-48,-82,-130,10,-84,-110,28,2022-08-28 16:25:17,1300,239,6.061596
54.328507,10.181384,26762753,104542,1,239,7,1,1,-47,-80,-140,14,-85,-110,29,2022-08-28 16:25:18,1300,239,5.989368
54.328511,10.181359,26762753,104542,1,239,7,1,1,-47,-80,-140,14,-85,-110,29,2022-08-28 16:25:19,1300,239,6.193088
54.328516,10.181334,26762753,104542,1,239,7,1,1,-47,-80,-140,14,-85,-110,29,2022-08-28 16:25:20,1300,239,6.159752
54.328521,10.181309,26762753,104542,1,239,9,1,4,-48,-81,-140,8,-84,-110,29,2022-08-28 16:25:21,1300,239,6.070856
54.328524,10.181284,26762753,104542,1,239,9,1,4,-48,-81,-140,8,-84,-110,29,2022-08-28 16:25:22,1300,239,6.170864
54.328529,10.181259,26762753,104542,1,239,9,1,4,-48,-81,-140,8,-84,-110,29,2022-08-28 16:25:23,1300,239,6.261612
54.328534,10.181234,26762753,104542,1,239,10,1,2,-49,-80,-120,8,-84,-110,28,2022-08-28 16:25:24,1300,239,6.220868
54.328537,10.181207,26762753,104542,1,239,10,1,2,-49,-80,-120,8,-84,-110,28,2022-08-28 16:25:25,1300,239,6.159752
54.328541,10.181182,26762753,104542,1,239,10,1,2,-49,-80,-120,8,-84,-110,28,2022-08-28 16:25:26,1300,239,6.285688
54.328546,10.181157,26762753,104542,1,239,11,1,1,-47,-79,-140,10,-84,-110,29,2022-08-28 16:25:27,1300,239,6.217164
54.328549,10.181131,26762753,104542,1,239,11,1,1,-47,-79,-140,10,-84,-110,29,2022-08-28 16:25:28,1300,239,6.350508
54.328554,10.181106,26762753,104542,1,239,11,1,1,-47,-79,-140,10,-84,-110,29,2022-08-28 16:25:29,1300,239,6.433848
54.328559,10.181079,26762753,104542,1,239,11,1,1,-47,-79,-140,10,-84,-110,29,2022-08-28 16:25:30,1300,239,6.319024
54.328562,10.181054,26762753,104542,1,239,10,1,2,-46,-79,-160,10,-84,-110,28,2022-08-28 16:25:31,1300,239,6.328284
54.328567,10.181027,26762753,104542,1,239,10,1,2,-46,-79,-160,10,-84,-110,28,2022-08-28 16:25:32,1300,239,6.365324
54.328572,10.181002,26762753,104542,1,239,10,1,2,-46,-79,-160,10,-84,-110,28,2022-08-28 16:25:33,1300,239,6.337544
54.328577,10.180977,26762753,104542,1,239,9,1,3,-46,-82,-160,10,-85,-110,27,2022-08-28 16:25:34,1300,239,6.420884
54.328582,10.180951,26762753,104542,1,239,9,1,3,-46,-82,-160,10,-85,-110,27,2022-08-28 16:25:35,1300,239,6.357916
54.328587,10.180926,26762753,104542,1,239,9,1,3,-46,-82,-160,10,-85,-110,27,2022-08-28 16:25:36,1300,239,6.50978
54.328592,10.180899,26762753,104542,1,239,9,1,2,-50,-80,-120,10,-86,-110,29,2022-08-28 16:25:37,1300,239,6.56534
54.328599,10.180872,26762753,104542,1,239,9,1,2,-50,-80,-120,10,-86,-110,29,2022-08-28 16:25:38,1300,239,6.557932
54.328606,10.180847,26762753,104542,1,239,9,1,2,-50,-80,-120,10,-86,-110,29,2022-08-28 16:25:39,1300,239,6.54682
54.328612,10.180822,26762753,104542,1,239,8,1,1,-51,-83,-120,12,-87,-110,29,2022-08-28 16:25:40,1300,239,6.524596
54.328617,10.180796,26762753,104542,1,239,8,1,1,-51,-83,-120,12,-87,-110,29,2022-08-28 16:25:41,1300,239,6.539412
54.328626,10.180771,26762753,104542,1,239,8,1,1,-51,-83,-120,12,-87,-110,29,2022-08-28 16:25:42,1300,239,6.563488
54.328632,10.180746,26762753,104542,1,239,10,1,3,-45,-78,-100,14,-81,-110,28,2022-08-28 16:25:43,1300,239,6.5746
54.328639,10.180719,26762753,104542,1,239,10,1,3,-45,-78,-100,14,-81,-110,28,2022-08-28 16:25:44,1300,239,6.58386
54.328647,10.180694,26762753,104542,1,239,10,1,3,-45,-78,-100,14,-81,-110,28,2022-08-28 16:25:45,1300,239,6.670904
54.328656,10.180669,26762753,104542,1,239,12,1,3,-47,-79,-130,14,-81,-110,29,2022-08-28 16:25:46,1300,239,6.733872
54.328662,10.180646,26762753,104542,1,239,12,1,3,-47,-79,-130,14,-81,-110,29,2022-08-28 16:25:47,1300,239,6.459776
54.328671,10.180621,26762753,104542,1,239,12,1,3,-47,-79,-130,14,-81,-110,29,2022-08-28 16:25:48,1300,239,6.720908
54.328679,10.180596,26762753,104542,1,239,10,1,1,-48,-78,-120,8,-80,-110,27,2022-08-28 16:25:49,1300,239,6.576452
54.328686,10.180571,26762753,104542,1,239,10,1,1,-48,-78,-120,8,-80,-110,27,2022-08-28 16:25:50,1300,239,6.567192
54.328694,10.180546,26762753,104542,1,239,10,1,1,-48,-78,-120,8,-80,-110,27,2022-08-28 16:25:51,1300,239,6.682016
54.328702,10.180521,26762753,104542,1,239,13,1,4,-47,-79,-130,10,-83,-110,27,2022-08-28 16:25:52,1300,239,6.63942
54.328709,10.180496,26762753,104542,1,239,13,1,4,-47,-79,-130,10,-83,-110,27,2022-08-28 16:25:53,1300,239,6.665348
54.328716,10.180469,26762753,104542,1,239,13,1,4,-47,-79,-130,10,-83,-110,27,2022-08-28 16:25:54,1300,239,6.587564
54.328724,10.180444,26762753,104542,1,239,13,1,1,-48,-75,-130,12,-82,-110,29,2022-08-28 16:25:55,1300,239,6.633864
